epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
52,1190.93,0.84527,0.71462,0.86224,0.91323,0.93641,0.97852,0.73156,0.96351,0.79829,0.86568,0.0008317,0.0008317,0.0008317
53,1211.86,0.84977,0.72424,0.85147,0.92525,0.9707,0.97429,0.73183,0.92451,0.72963,0.85419,0.0008284,0.0008284,0.0008284
54,1232.89,0.93773,0.78589,0.87229,0.93096,0.97786,0.97412,0.73865,0.90392,0.70557,0.85339,0.0008251,0.0008251,0.0008251
55,1253.66,0.78126,0.67984,0.84453,0.9282,0.99276,0.9744,0.73419,0.91589,0.67698,0.85042,0.0008218,0.0008218,0.0008218
56,1274.7,0.8266,0.68874,0.83782,0.92081,1,0.97322,0.73222,0.91602,0.66777,0.85575,0.0008185,0.0008185,0.0008185
57,1298.39,0.81751,0.70154,0.83361,0.92681,0.99474,0.98094,0.73464,0.92595,0.6878,0.85413,0.0008152,0.0008152,0.0008152
58,1323.52,0.80993,0.6713,0.8509,0.92949,0.98844,0.98198,0.74474,0.91249,0.67496,0.85236,0.0008119,0.0008119,0.0008119
59,1348.35,0.80756,0.67764,0.85738,0.93268,0.97677,0.98516,0.7524,0.89803,0.69569,0.84967,0.0008086,0.0008086,0.0008086
60,1371.68,0.79343,0.63299,0.85111,0.91838,0.9897,0.98186,0.74812,0.92756,0.6723,0.85548,0.0008053,0.0008053,0.0008053
61,1395.07,0.77552,0.65585,0.83936,0.91401,0.98186,0.97413,0.73986,0.94179,0.68644,0.85866,0.000802,0.000802,0.000802
62,1418.64,0.79658,0.65406,0.85402,0.90472,0.99206,0.97048,0.72706,0.92022,0.69733,0.8602,0.0007987,0.0007987,0.0007987
63,1442.9,0.80196,0.63281,0.8566,0.90948,0.9748,0.97695,0.72848,0.91566,0.70419,0.85136,0.0007954,0.0007954,0.0007954
64,1467.23,0.7287,0.65905,0.79124,0.94934,0.94836,0.98035,0.725,0.95049,0.67116,0.85448,0.0007921,0.0007921,0.0007921
65,1490.71,0.80561,0.63408,0.84345,0.93555,0.96438,0.97629,0.7308,0.92776,0.64856,0.85088,0.0007888,0.0007888,0.0007888
66,1511.58,0.82036,0.70964,0.85739,0.90561,0.9885,0.98252,0.73864,0.92406,0.67594,0.85317,0.0007855,0.0007855,0.0007855
67,1532.81,0.79017,0.63552,0.84676,0.9195,0.99309,0.9794,0.73925,0.93836,0.65506,0.86073,0.0007822,0.0007822,0.0007822
68,1553.68,0.76674,0.59292,0.85293,0.93984,0.98461,0.98094,0.72207,0.98954,0.65488,0.87149,0.0007789,0.0007789,0.0007789
69,1574.7,0.88748,0.63583,0.85765,0.94004,0.96472,0.9727,0.72596,0.92348,0.63584,0.85409,0.0007756,0.0007756,0.0007756
70,1595.66,0.83184,0.60841,0.8443,0.90962,0.96759,0.97908,0.69502,0.98583,0.68926,0.87446,0.0007723,0.0007723,0.0007723
71,1616.76,0.78574,0.63017,0.84591,0.91537,0.98373,0.9707,0.73025,0.89541,0.61285,0.84896,0.000769,0.000769,0.000769
72,1637.8,0.84675,0.61634,0.85606,0.91747,0.9912,0.96108,0.7117,0.96085,0.62705,0.86101,0.0007657,0.0007657,0.0007657
73,1658.77,0.80604,0.62427,0.83286,0.9057,0.98414,0.98237,0.72972,0.95086,0.6216,0.86211,0.0007624,0.0007624,0.0007624
74,1679.77,0.7463,0.59778,0.84352,0.96337,0.94979,0.98602,0.72779,0.96175,0.61144,0.86514,0.0007591,0.0007591,0.0007591
75,1700.71,0.76764,0.59048,0.84844,0.92655,0.9938,0.98259,0.72984,0.95376,0.62239,0.86466,0.0007558,0.0007558,0.0007558
76,1721.6,0.78981,0.57134,0.8446,0.90757,0.99156,0.97897,0.72052,0.9819,0.62058,0.8711,0.0007525,0.0007525,0.0007525
77,1742.61,0.79032,0.66799,0.85055,0.91231,0.98548,0.97115,0.72122,0.95329,0.60701,0.86302,0.0007492,0.0007492,0.0007492
78,1763.55,0.71357,0.60136,0.85551,0.8945,0.97216,0.95041,0.70533,0.95114,0.69348,0.86052,0.0007459,0.0007459,0.0007459
79,1784.43,0.7542,0.56635,0.82723,0.94524,0.97655,0.95936,0.70965,0.95546,0.61811,0.85733,0.0007426,0.0007426,0.0007426
80,1805.88,0.78262,0.54728,0.85926,0.93245,0.97416,0.95555,0.70873,0.97878,0.59709,0.86903,0.0007393,0.0007393,0.0007393
81,1827.02,0.77823,0.55354,0.85155,0.93466,0.98765,0.96026,0.71705,0.92851,0.57883,0.85896,0.000736,0.000736,0.000736
82,1847.99,0.72542,0.53895,0.83831,0.93335,0.99786,0.97507,0.73247,0.9336,0.58338,0.85735,0.0007327,0.0007327,0.0007327
83,1869.2,0.6733,0.88506,0.78085,0.93694,0.99629,0.97601,0.72783,0.93715,0.58563,0.86076,0.0007294,0.0007294,0.0007294
84,1890.46,0.78975,0.60207,0.8522,0.90589,0.97698,0.97966,0.70782,0.98084,0.63706,0.87153,0.0007261,0.0007261,0.0007261
85,1911.37,0.78291,0.5735,0.83574,0.8999,0.99847,0.9757,0.71904,0.94194,0.63289,0.86046,0.0007228,0.0007228,0.0007228
86,1932.34,0.71235,0.58427,0.78853,0.91997,0.99719,0.96687,0.70283,0.9883,0.61812,0.87322,0.0007195,0.0007195,0.0007195
87,1953.42,0.71475,0.55961,0.83755,0.94345,0.98097,0.98294,0.73162,0.91405,0.59263,0.8599,0.0007162,0.0007162,0.0007162
88,1974.47,0.71965,0.59731,0.83778,0.94236,0.96885,0.97698,0.74279,0.90675,0.58429,0.85654,0.0007129,0.0007129,0.0007129
89,1995.73,0.73508,0.54006,0.84253,0.92501,0.99916,0.97332,0.7209,0.96966,0.62016,0.86578,0.0007096,0.0007096,0.0007096
90,2016.67,0.69528,0.54667,0.83068,0.92923,0.99579,0.97002,0.73036,0.91143,0.56264,0.85426,0.0007063,0.0007063,0.0007063
91,2037.58,0.72789,0.55761,0.83397,0.94718,0.99922,0.98083,0.74853,0.91262,0.5848,0.8547,0.000703,0.000703,0.000703
92,2058.73,0.73429,0.53492,0.83626,0.93179,0.99206,0.97974,0.71541,0.97987,0.57758,0.87393,0.0006997,0.0006997,0.0006997
93,2079.69,0.7739,0.55624,0.85255,0.95224,0.98251,0.97882,0.73371,0.93764,0.57904,0.85466,0.0006964,0.0006964,0.0006964
94,2100.78,0.76729,0.56936,0.84073,0.94412,0.98219,0.97666,0.72634,0.94027,0.58779,0.85718,0.0006931,0.0006931,0.0006931
95,2121.96,0.71243,0.54762,0.81108,0.92411,0.98863,0.96812,0.73919,0.89097,0.5552,0.84513,0.0006898,0.0006898,0.0006898
96,2142.93,0.6605,0.498,0.8418,0.94275,0.96444,0.97658,0.72947,0.93322,0.58624,0.85254,0.0006865,0.0006865,0.0006865
97,2163.69,0.67387,0.51292,0.83243,0.91741,0.97087,0.9819,0.72725,0.95,0.61585,0.85933,0.0006832,0.0006832,0.0006832
98,2184.75,0.67828,0.50938,0.83052,0.90706,0.96852,0.97945,0.73304,0.92345,0.60555,0.85573,0.0006799,0.0006799,0.0006799
99,2205.65,0.6325,0.50529,0.78444,0.91126,0.94817,0.97443,0.72601,0.89596,0.59249,0.85412,0.0006766,0.0006766,0.0006766
100,2226.64,0.66855,0.54592,0.78628,0.9109,0.96706,0.97138,0.72878,0.92938,0.60541,0.85901,0.0006733,0.0006733,0.0006733
101,2247.47,0.686,0.51351,0.84423,0.90724,0.9835,0.96809,0.72373,0.92795,0.61058,0.8551,0.00067,0.00067,0.00067
102,2268.35,0.74544,0.51082,0.8516,0.9204,0.96802,0.97533,0.72342,0.93507,0.59396,0.85763,0.0006667,0.0006667,0.0006667
103,2289.85,0.72703,0.51123,0.83876,0.93886,0.95346,0.98355,0.73254,0.98422,0.586,0.87155,0.0006634,0.0006634,0.0006634
104,2311.91,0.6953,0.52171,0.84194,0.94961,0.96493,0.98466,0.71962,0.97386,0.58435,0.86152,0.0006601,0.0006601,0.0006601
105,2333.12,0.73162,0.49823,0.83298,0.97407,0.95992,0.98093,0.70275,1.01658,0.57323,0.88062,0.0006568,0.0006568,0.0006568
106,2354.31,0.73452,0.52886,0.83354,0.95296,0.94697,0.98401,0.72281,0.96759,0.58151,0.85704,0.0006535,0.0006535,0.0006535
107,2375.4,0.68639,0.48884,0.85395,0.91776,0.97813,0.98207,0.72365,0.95505,0.57848,0.86106,0.0006502,0.0006502,0.0006502
108,2396.48,0.72036,0.50471,0.83872,0.90294,0.97606,0.95699,0.67243,1.06285,0.61327,0.87745,0.0006469,0.0006469,0.0006469
109,2417.6,0.72813,0.55143,0.84656,0.91075,0.98947,0.96867,0.73878,0.89624,0.55861,0.84845,0.0006436,0.0006436,0.0006436
110,2438.46,0.67906,0.47889,0.83257,0.95408,0.94129,0.98851,0.74938,0.89648,0.54534,0.85629,0.0006403,0.0006403,0.0006403
111,2459.43,0.72441,0.55576,0.83314,0.91105,0.98573,0.98907,0.74201,0.92626,0.54262,0.85782,0.000637,0.000637,0.000637
112,2480.54,0.66615,0.49768,0.83755,0.91878,0.99169,0.98041,0.7373,0.92006,0.55597,0.85016,0.0006337,0.0006337,0.0006337
113,2501.43,0.73456,0.49754,0.872,0.91036,0.99058,0.97593,0.73541,0.91355,0.55614,0.85095,0.0006304,0.0006304,0.0006304
114,2522.42,0.66907,0.4974,0.82579,0.93646,0.98638,0.96997,0.7153,0.94895,0.5431,0.86339,0.0006271,0.0006271,0.0006271
115,2543.52,0.64932,0.51194,0.83892,0.90066,0.97129,0.97299,0.72739,0.94714,0.60228,0.86126,0.0006238,0.0006238,0.0006238
116,2564.51,0.65742,0.47761,0.8163,0.88684,0.96924,0.97072,0.73662,0.89073,0.60451,0.85103,0.0006205,0.0006205,0.0006205
117,2585.56,0.6657,0.49433,0.83054,0.91092,0.96463,0.96581,0.73546,0.88306,0.56968,0.84659,0.0006172,0.0006172,0.0006172
118,2606.62,0.66263,0.46229,0.82074,0.92537,0.96782,0.97204,0.74077,0.88027,0.54826,0.84619,0.0006139,0.0006139,0.0006139
119,2627.47,0.64058,0.47266,0.82337,0.93283,0.95144,0.97154,0.72601,0.93187,0.57374,0.85605,0.0006106,0.0006106,0.0006106
120,2648.43,0.66225,0.49306,0.8246,0.94576,0.97234,0.96725,0.71459,0.94865,0.58283,0.86145,0.0006073,0.0006073,0.0006073
121,2669.27,0.65699,0.48288,0.82704,0.9332,0.96237,0.9646,0.71037,0.97077,0.57867,0.86484,0.000604,0.000604,0.000604
122,2690.14,0.65817,0.46785,0.83816,0.96288,0.96746,0.97214,0.71443,0.96887,0.54944,0.86631,0.0006007,0.0006007,0.0006007
123,2711.62,0.6526,0.47659,0.82404,0.94103,0.98736,0.97767,0.72209,0.94728,0.53192,0.86247,0.0005974,0.0005974,0.0005974
124,2732.54,0.64974,0.47351,0.835,0.96123,0.97222,0.98364,0.74712,0.91802,0.57011,0.85153,0.0005941,0.0005941,0.0005941
125,2753.48,0.64151,0.46683,0.82678,0.93936,0.97141,0.97256,0.72668,0.92963,0.61101,0.85341,0.0005908,0.0005908,0.0005908
126,2774.63,0.65017,0.46811,0.82372,0.95608,0.98273,0.98004,0.73541,0.92131,0.57495,0.85262,0.0005875,0.0005875,0.0005875
127,2795.81,0.695,0.47204,0.82824,0.94054,0.96625,0.97904,0.74513,0.91973,0.55954,0.85153,0.0005842,0.0005842,0.0005842
128,2816.84,0.65099,0.49352,0.82767,0.94468,0.95902,0.98476,0.75093,0.91252,0.55289,0.84936,0.0005809,0.0005809,0.0005809
129,2837.93,0.64662,0.4576,0.82441,0.94171,0.95011,0.96522,0.7362,0.92578,0.55343,0.85173,0.0005776,0.0005776,0.0005776
130,2859.01,0.66383,0.4741,0.83023,0.92013,0.96391,0.96597,0.71231,0.96215,0.60389,0.8648,0.0005743,0.0005743,0.0005743
131,2880.17,0.68385,0.49749,0.83115,0.93619,0.96932,0.95865,0.72327,0.91091,0.58629,0.85505,0.000571,0.000571,0.000571
132,2901.31,0.64648,0.46489,0.82211,0.92354,0.9904,0.97238,0.71841,0.95328,0.55366,0.86298,0.0005677,0.0005677,0.0005677
133,2922.27,0.61292,0.44829,0.82893,0.93106,0.97552,0.97664,0.73407,0.90168,0.52697,0.85217,0.0005644,0.0005644,0.0005644
134,2943.5,0.63547,0.47602,0.81825,0.9514,0.98664,0.98055,0.73079,0.94812,0.51784,0.86015,0.0005611,0.0005611,0.0005611
135,2964.55,0.62356,0.45038,0.82384,0.97179,0.98154,0.9853,0.75299,0.91349,0.51929,0.85075,0.0005578,0.0005578,0.0005578
136,2985.6,0.58589,0.44489,0.80696,0.9706,0.93966,0.97958,0.73916,0.92325,0.53211,0.85296,0.0005545,0.0005545,0.0005545
137,3006.66,0.64427,0.58705,0.85551,0.94592,0.95519,0.9814,0.73714,0.92283,0.53829,0.85143,0.0005512,0.0005512,0.0005512
138,3027.75,0.68864,0.50676,0.86574,0.95859,0.94671,0.97525,0.72418,0.93018,0.56533,0.85011,0.0005479,0.0005479,0.0005479
139,3048.75,0.61257,0.45738,0.82727,0.91873,0.98462,0.98061,0.74718,0.90702,0.5404,0.85671,0.0005446,0.0005446,0.0005446
140,3069.85,0.6333,0.45308,0.82829,0.92322,0.99559,0.98101,0.73967,0.90894,0.51719,0.85371,0.0005413,0.0005413,0.0005413
141,3090.9,0.62369,0.44839,0.83507,0.94071,0.99007,0.98121,0.74201,0.91406,0.52988,0.85952,0.000538,0.000538,0.000538
142,3111.79,0.61206,0.43725,0.82391,0.94726,0.99286,0.98081,0.7394,0.90886,0.51126,0.85318,0.0005347,0.0005347,0.0005347
143,3132.74,0.59992,0.43592,0.82375,0.9427,0.95316,0.97346,0.73962,0.90388,0.50268,0.85421,0.0005314,0.0005314,0.0005314
144,3153.74,0.5953,0.42925,0.81203,0.92444,0.96665,0.97639,0.72268,0.95233,0.52065,0.866,0.0005281,0.0005281,0.0005281
145,3174.52,0.61423,0.43715,0.81105,0.92793,0.96701,0.97663,0.74716,0.89753,0.50512,0.84924,0.0005248,0.0005248,0.0005248
146,3195.66,0.65335,0.44732,0.81591,0.9705,0.96069,0.97274,0.71752,0.98502,0.54045,0.87175,0.0005215,0.0005215,0.0005215
147,3216.7,0.6683,0.46261,0.83297,0.93229,0.98581,0.97589,0.7338,0.89919,0.50994,0.8474,0.0005182,0.0005182,0.0005182
148,3237.75,0.62663,0.43825,0.80697,0.93595,0.98427,0.98125,0.73969,0.93326,0.53023,0.86189,0.0005149,0.0005149,0.0005149
149,3258.99,0.56368,0.61111,0.76607,0.92902,0.99206,0.98184,0.7484,0.88116,0.51959,0.8421,0.0005116,0.0005116,0.0005116
150,3280.03,0.59081,0.41289,0.82641,0.93177,0.98804,0.97843,0.76316,0.86886,0.50531,0.84428,0.0005083,0.0005083,0.0005083
151,3301.29,0.57045,0.42013,0.82113,0.93931,0.96939,0.9829,0.76676,0.8686,0.50303,0.83933,0.000505,0.000505,0.000505
152,3322.32,0.56595,0.4134,0.80893,0.93446,0.98413,0.97282,0.7426,0.91439,0.54603,0.84918,0.0005017,0.0005017,0.0005017
153,3343.31,0.58716,0.40753,0.81825,0.9334,0.97192,0.97096,0.73729,0.93045,0.55594,0.85166,0.0004984,0.0004984,0.0004984
154,3364.16,0.58025,0.40481,0.80303,0.92173,0.97891,0.97834,0.75243,0.89492,0.54875,0.84875,0.0004951,0.0004951,0.0004951
155,3385.13,0.6317,0.42983,0.82049,0.92156,0.98385,0.97498,0.72289,0.9482,0.57542,0.85577,0.0004918,0.0004918,0.0004918
156,3406.05,0.54769,0.4121,0.81329,0.926,0.98478,0.97354,0.74848,0.90357,0.52996,0.8512,0.0004885,0.0004885,0.0004885
157,3427.03,0.58338,0.40345,0.81866,0.93454,0.97141,0.97091,0.73612,0.88966,0.54755,0.84849,0.0004852,0.0004852,0.0004852
158,3448.04,0.56669,0.54254,0.82234,0.94892,0.96252,0.97589,0.74509,0.89808,0.53327,0.8535,0.0004819,0.0004819,0.0004819
159,3469.07,0.57626,0.42218,0.81812,0.95671,0.96755,0.98068,0.73306,0.91046,0.51774,0.85305,0.0004786,0.0004786,0.0004786
160,3490.02,0.59231,0.43763,0.82072,0.95532,0.97799,0.9798,0.72782,0.93158,0.47544,0.85748,0.0004753,0.0004753,0.0004753
161,3511.15,0.56464,0.41608,0.8029,0.95077,0.99284,0.97889,0.7423,0.91841,0.48954,0.85528,0.000472,0.000472,0.000472
162,3532.06,0.56679,0.41422,0.81937,0.9453,0.99091,0.98098,0.76012,0.88118,0.47169,0.84791,0.0004687,0.0004687,0.0004687
163,3553.05,0.56753,0.42033,0.81991,0.92524,0.99522,0.9844,0.75776,0.87186,0.47247,0.84876,0.0004654,0.0004654,0.0004654
164,3574.22,0.60373,0.43034,0.81276,0.9238,0.98423,0.98527,0.73917,0.90416,0.4952,0.85253,0.0004621,0.0004621,0.0004621
165,3595.18,0.54302,0.41766,0.81565,0.92668,0.99954,0.97631,0.75129,0.88375,0.49569,0.84559,0.0004588,0.0004588,0.0004588
166,3617.58,0.52366,0.56099,0.76022,0.9116,1,0.96113,0.73815,0.89335,0.47855,0.84888,0.0004555,0.0004555,0.0004555
167,3639.86,0.54379,0.41733,0.80343,0.92298,0.98369,0.97263,0.74794,0.89432,0.51303,0.84887,0.0004522,0.0004522,0.0004522
168,3661.94,0.5273,0.37542,0.80556,0.91855,0.98586,0.96115,0.74011,0.89821,0.5458,0.85345,0.0004489,0.0004489,0.0004489
169,3684.04,0.54998,0.39866,0.82266,0.91712,0.99436,0.96305,0.72296,0.92662,0.53498,0.85777,0.0004456,0.0004456,0.0004456
170,3706.22,0.60202,0.47517,0.81635,0.93106,0.9835,0.97388,0.7251,0.94973,0.53132,0.86321,0.0004423,0.0004423,0.0004423
171,3728.22,0.56299,0.40921,0.80869,0.94227,0.9783,0.97961,0.73275,0.91283,0.51633,0.85444,0.000439,0.000439,0.000439
172,3750.49,0.56961,0.40461,0.81626,0.92766,0.9846,0.97905,0.74206,0.90797,0.50141,0.85251,0.0004357,0.0004357,0.0004357
173,3772.63,0.56359,0.40222,0.7976,0.931,0.99436,0.97862,0.74157,0.91927,0.49659,0.85558,0.0004324,0.0004324,0.0004324
174,3794.78,0.5781,0.40792,0.80666,0.95134,0.98919,0.98606,0.75364,0.90583,0.46176,0.84859,0.0004291,0.0004291,0.0004291
175,3816.92,0.56233,0.39637,0.82237,0.95861,0.98964,0.98608,0.7464,0.89559,0.45287,0.84532,0.0004258,0.0004258,0.0004258
176,3838.97,0.52143,0.37707,0.8092,0.95767,0.98315,0.98409,0.74033,0.91005,0.4536,0.84885,0.0004225,0.0004225,0.0004225
177,3861.27,0.52811,0.3867,0.81415,0.9454,0.97199,0.98325,0.74109,0.90937,0.47494,0.84625,0.0004192,0.0004192,0.0004192
178,3883.21,0.57283,0.40197,0.80938,0.91654,0.99449,0.97616,0.73389,0.92055,0.48038,0.85523,0.0004159,0.0004159,0.0004159
179,3905.37,0.55949,0.38565,0.80826,0.91918,0.99901,0.9795,0.74771,0.88834,0.47187,0.84462,0.0004126,0.0004126,0.0004126
180,3927.6,0.53383,0.47125,0.79894,0.94665,0.9747,0.98429,0.76067,0.8753,0.47223,0.84485,0.0004093,0.0004093,0.0004093
181,3949.72,0.51509,0.37359,0.805,0.93124,0.96615,0.98581,0.75829,0.88435,0.46916,0.84728,0.000406,0.000406,0.000406
182,3971.85,0.63561,0.39016,0.83511,0.94458,0.97223,0.98202,0.7514,0.89435,0.46007,0.85276,0.0004027,0.0004027,0.0004027
183,3993.95,0.53775,0.37923,0.81299,0.92445,0.99026,0.98217,0.75283,0.87884,0.4623,0.84797,0.0003994,0.0003994,0.0003994
184,4016.05,0.5182,0.36498,0.8003,0.93221,0.98119,0.97884,0.75657,0.87853,0.45959,0.84746,0.0003961,0.0003961,0.0003961
185,4038.19,0.51079,0.37118,0.7997,0.91848,0.99561,0.97992,0.74325,0.90505,0.47396,0.85874,0.0003928,0.0003928,0.0003928
