epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
182,3764.26,0.56116,0.36717,0.83614,0.93129,0.9779,0.96156,0.74061,0.9128,0.51894,0.84879,0.00010405,0.00010405,0.00010405
183,3784.62,0.4535,0.35655,0.80075,0.92772,0.97787,0.96413,0.74028,0.90797,0.51368,0.84871,9.91e-05,9.91e-05,9.91e-05
184,3805.12,0.43839,0.33894,0.7919,0.92944,0.97719,0.96642,0.74479,0.90436,0.51105,0.84769,9.415e-05,9.415e-05,9.415e-05
185,3825.47,0.43182,0.3408,0.79326,0.93109,0.97824,0.96815,0.74045,0.90516,0.51549,0.84902,8.92e-05,8.92e-05,8.92e-05
186,3845.92,0.41644,0.42324,0.74746,0.93052,0.9783,0.96942,0.7386,0.9149,0.51901,0.85202,8.425e-05,8.425e-05,8.425e-05
187,3866.34,0.43647,0.3253,0.81429,0.93285,0.97842,0.96902,0.73912,0.92703,0.52638,0.85381,7.93e-05,7.93e-05,7.93e-05
188,3886.71,0.48988,0.43599,0.79513,0.93337,0.97856,0.96791,0.74452,0.90864,0.52341,0.85035,7.435e-05,7.435e-05,7.435e-05
189,3907.01,0.4591,0.35927,0.79313,0.93234,0.97781,0.96713,0.74009,0.91156,0.53059,0.85197,6.94e-05,6.94e-05,6.94e-05
190,3927.15,0.41681,0.33765,0.79251,0.93248,0.97256,0.96283,0.73274,0.9198,0.54047,0.85436,6.445e-05,6.445e-05,6.445e-05
191,3947.81,0.43669,0.36876,0.78822,0.9341,0.97109,0.96254,0.73376,0.90505,0.54236,0.85299,5.95e-05,5.95e-05,5.95e-05
192,3967.7,0.5134,0.36881,0.79363,0.92941,0.9761,0.96157,0.73451,0.89953,0.53775,0.85368,5.455e-05,5.455e-05,5.455e-05
193,3987.42,0.38201,0.33095,0.80666,0.92828,0.9772,0.95793,0.73803,0.90236,0.53152,0.85432,4.96e-05,4.96e-05,4.96e-05
194,4007.31,0.41961,0.34745,0.78624,0.92837,0.97578,0.95568,0.73428,0.90715,0.52221,0.85397,4.465e-05,4.465e-05,4.465e-05
195,4027.21,0.43216,0.3491,0.78558,0.93066,0.97494,0.95435,0.73502,0.90379,0.51484,0.85136,3.97e-05,3.97e-05,3.97e-05
196,4047.22,0.35247,0.36909,0.73491,0.93217,0.97317,0.95503,0.7337,0.90964,0.51211,0.85148,3.475e-05,3.475e-05,3.475e-05
197,4067.27,0.40495,0.324,0.7888,0.93143,0.97391,0.96759,0.73987,0.91458,0.51039,0.85166,2.98e-05,2.98e-05,2.98e-05
198,4087.59,0.40427,0.32949,0.80091,0.93158,0.97429,0.96396,0.73673,0.91548,0.51148,0.85205,2.485e-05,2.485e-05,2.485e-05
199,4107.6,0.41194,0.32199,0.79184,0.93178,0.9753,0.9637,0.74084,0.91036,0.50711,0.85132,1.99e-05,1.99e-05,1.99e-05
200,4127.68,0.34146,0.36585,0.73519,0.93215,0.97508,0.9637,0.73855,0.90915,0.5068,0.85077,1.495e-05,1.495e-05,1.495e-05
