epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
131,2773.89,0.58575,0.43089,0.82226,0.94703,0.96876,0.97877,0.75673,0.89072,0.54544,0.85311,0.0003565,0.0003565,0.0003565
132,2795.09,0.57589,0.42497,0.81232,0.93813,0.97242,0.97513,0.75419,0.86816,0.56285,0.8595,0.00035155,0.00035155,0.00035155
133,2816.39,0.59408,0.44683,0.82329,0.90651,0.97188,0.97647,0.7655,0.85119,0.55087,0.84639,0.0003466,0.0003466,0.0003466
134,2837.55,0.56188,0.42169,0.80986,0.93835,0.93831,0.97395,0.76287,0.83137,0.56513,0.84539,0.00034165,0.00034165,0.00034165
135,2858.66,0.57407,0.43503,0.81207,0.94516,0.94681,0.97459,0.75458,0.85498,0.54558,0.8445,0.0003367,0.0003367,0.0003367
136,2879.99,0.57201,0.42395,0.81045,0.9435,0.96762,0.97493,0.7681,0.82952,0.51219,0.8441,0.00033175,0.00033175,0.00033175
137,2901.17,0.54825,0.42449,0.81653,0.92676,0.98415,0.97478,0.75415,0.84764,0.51934,0.84784,0.0003268,0.0003268,0.0003268
138,2922.36,0.56227,0.41077,0.81248,0.95856,0.96781,0.97587,0.76681,0.8214,0.51602,0.84236,0.00032185,0.00032185,0.00032185
139,2943.65,0.561,0.41558,0.81033,0.95429,0.96966,0.97684,0.77296,0.81114,0.5125,0.84103,0.0003169,0.0003169,0.0003169
140,2964.84,0.54271,0.40227,0.81735,0.94067,0.97099,0.9766,0.76101,0.83856,0.53053,0.8416,0.00031195,0.00031195,0.00031195
141,2986.25,0.55135,0.39883,0.81728,0.93523,0.97241,0.97488,0.76026,0.82524,0.5275,0.83937,0.000307,0.000307,0.000307
142,3007.45,0.54975,0.40802,0.81115,0.91887,0.98674,0.9699,0.75318,0.8471,0.52784,0.84575,0.00030205,0.00030205,0.00030205
143,3028.65,0.54639,0.40964,0.81639,0.92699,0.97405,0.96733,0.7513,0.84753,0.53086,0.84352,0.0002971,0.0002971,0.0002971
144,3049.87,0.53049,0.39264,0.82132,0.92647,0.96752,0.96518,0.7539,0.84134,0.53695,0.84315,0.00029215,0.00029215,0.00029215
145,3071.35,0.52309,0.41527,0.81605,0.92254,0.97496,0.96728,0.75859,0.85333,0.54664,0.84529,0.0002872,0.0002872,0.0002872
146,3092.44,0.5199,0.39739,0.80794,0.92792,0.93694,0.95723,0.75049,0.81913,0.55955,0.84009,0.00028225,0.00028225,0.00028225
147,3113.57,0.5437,0.39685,0.8164,0.92691,0.94355,0.96614,0.76705,0.80479,0.5473,0.84058,0.0002773,0.0002773,0.0002773
148,3134.76,0.55098,0.41801,0.81667,0.94807,0.95829,0.97591,0.7689,0.84262,0.52432,0.85028,0.00027235,0.00027235,0.00027235
149,3155.89,0.51865,0.3923,0.80384,0.93608,0.97892,0.97509,0.76181,0.84261,0.51438,0.84907,0.0002674,0.0002674,0.0002674
150,3177.17,0.5528,0.40795,0.81204,0.93927,0.98257,0.96977,0.75303,0.86463,0.52619,0.8488,0.00026245,0.00026245,0.00026245
151,3198.27,0.55107,0.41722,0.79992,0.93762,0.9795,0.9699,0.75226,0.83368,0.51502,0.84851,0.0002575,0.0002575,0.0002575
152,3219.48,0.53357,0.40958,0.82059,0.93074,0.96212,0.97033,0.75243,0.86814,0.52713,0.84832,0.00025255,0.00025255,0.00025255
153,3240.77,0.52276,0.40351,0.81006,0.91512,0.97521,0.96949,0.76291,0.83935,0.54033,0.84496,0.0002476,0.0002476,0.0002476
154,3261.86,0.51666,0.39271,0.80601,0.92617,0.96555,0.97576,0.7617,0.83935,0.52323,0.84144,0.00024265,0.00024265,0.00024265
155,3283.27,0.5498,0.40265,0.81073,0.93909,0.9513,0.97737,0.76783,0.83186,0.52686,0.84008,0.0002377,0.0002377,0.0002377
156,3304.7,0.52854,0.39719,0.80739,0.9398,0.97534,0.97582,0.77435,0.81835,0.51695,0.83866,0.00023275,0.00023275,0.00023275
