epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
48,1277.66,0.83912,1.52099,0.73005,0.93699,0.99804,0.96613,0.72836,0.95227,1.56839,0.71202,0.000438162,0.000438162,0.000438162
49,1304.81,0.90676,1.61657,0.73027,0.94026,0.97831,0.96908,0.69642,1.00056,1.66655,0.71453,0.00043563,0.00043563,0.00043563
50,1332.13,0.8909,1.56718,0.74526,0.95029,0.97431,0.97664,0.6959,1.01592,1.59888,0.72496,0.000433055,0.000433055,0.000433055
51,1359.14,0.89776,1.57809,0.73433,0.92389,1,0.98334,0.7169,0.94587,1.57242,0.71334,0.000430438,0.000430438,0.000430438
52,1385.37,0.84821,1.71325,0.70657,0.93704,0.99061,0.97012,0.69948,0.97071,1.58314,0.71579,0.000427779,0.000427779,0.000427779
53,1411.6,0.84729,1.57365,0.73534,0.93907,0.98569,0.97011,0.72376,0.92034,1.51716,0.71234,0.00042508,0.00042508,0.00042508
54,1437.25,0.83767,1.59567,0.70439,0.93209,0.98016,0.96317,0.69109,0.95121,1.57073,0.71729,0.00042234,0.00042234,0.00042234
55,1462.69,0.87221,1.48046,0.70957,0.93535,0.97128,0.96225,0.70384,0.91296,1.59327,0.70694,0.000419562,0.000419562,0.000419562
56,1486.81,0.84833,1.47947,0.73907,0.95796,0.96623,0.965,0.69432,0.97238,1.56109,0.72462,0.000416744,0.000416744,0.000416744
57,1511.13,0.8422,1.48043,0.72855,0.94792,0.98818,0.96278,0.7101,0.91854,1.50271,0.70791,0.000413888,0.000413888,0.000413888
58,1535.53,0.82198,1.50045,0.71987,0.92678,1,0.96417,0.70443,0.92847,1.5908,0.70552,0.000410995,0.000410995,0.000410995
59,1559.37,0.81974,1.45187,0.72173,0.93434,0.9881,0.95481,0.70916,0.91167,1.52279,0.71646,0.000408065,0.000408065,0.000408065
60,1584.7,0.79521,1.46532,0.72661,0.94127,0.99206,0.96603,0.72107,0.90763,1.4935,0.70782,0.0004051,0.0004051,0.0004051
61,1610.4,0.82926,1.35933,0.70816,0.93304,0.97078,0.96374,0.72036,0.92235,1.5896,0.70598,0.000402099,0.000402099,0.000402099
62,1635.81,0.81896,1.52049,0.70896,0.92955,0.97557,0.96545,0.71946,0.92139,1.48481,0.70326,0.000399064,0.000399064,0.000399064
63,1659.95,0.79807,1.43087,0.70619,0.92749,1,0.97375,0.73395,0.9065,1.43977,0.70124,0.000395995,0.000395995,0.000395995
64,1684.35,0.79388,1.34836,0.70457,0.93392,0.99666,0.97738,0.72281,0.90818,1.48954,0.69952,0.000392893,0.000392893,0.000392893
65,1708.53,0.79121,1.37792,0.70294,0.94029,0.99649,0.9836,0.72433,0.91564,1.44944,0.7018,0.000389759,0.000389759,0.000389759
66,1731.91,0.82162,1.4166,0.71292,0.95096,0.99503,0.98449,0.72842,0.90312,1.3922,0.70422,0.000386593,0.000386593,0.000386593
67,1756.82,0.75701,1.32807,0.68596,0.95038,0.97623,0.97275,0.71438,0.95183,1.45757,0.71041,0.000383397,0.000383397,0.000383397
68,1781.97,0.81336,1.41046,0.71455,0.93038,1,0.97994,0.7274,0.91537,1.42461,0.70201,0.000380171,0.000380171,0.000380171
69,1805.82,0.79541,1.36526,0.71382,0.94127,0.99206,0.9819,0.72066,0.93164,1.52556,0.70598,0.000376916,0.000376916,0.000376916
70,1830.88,0.80979,1.33971,0.71343,0.94127,0.98413,0.96779,0.71896,0.91882,1.51651,0.70289,0.000373633,0.000373633,0.000373633
71,1857.91,0.73109,1.3207,0.69294,0.92382,0.99977,0.98126,0.73568,0.92589,1.39371,0.69999,0.000370323,0.000370323,0.000370323
72,1882.06,0.78451,1.36032,0.72299,0.94761,0.99555,0.98072,0.72388,0.92927,1.44261,0.69943,0.000366986,0.000366986,0.000366986
73,1909.97,0.78817,1.35865,0.71625,0.93346,0.95358,0.94797,0.69834,0.92948,1.60286,0.71474,0.000363623,0.000363623,0.000363623
74,1936.25,0.78294,1.34352,0.7106,0.93149,0.96038,0.96792,0.70705,0.94019,1.50872,0.70907,0.000360235,0.000360235,0.000360235
75,1963.99,0.82052,1.33961,0.72706,0.92576,0.99206,0.97741,0.72554,0.9407,1.48422,0.70601,0.000356823,0.000356823,0.000356823
76,1992.01,0.77824,1.33756,0.70237,0.92612,1,0.98561,0.73123,0.91512,1.41994,0.70827,0.000353387,0.000353387,0.000353387
77,2019.46,0.78688,1.28131,0.71096,0.92657,1,0.9812,0.73596,0.90674,1.39442,0.69962,0.00034993,0.00034993,0.00034993
78,2046.81,0.75141,1.29485,0.71153,0.95238,0.99844,0.97605,0.70116,0.94432,1.45049,0.70761,0.00034645,0.00034645,0.00034645
79,2074.3,0.75027,1.30024,0.70041,0.93837,0.99942,0.97662,0.71412,0.9118,1.49714,0.7013,0.00034295,0.00034295,0.00034295
80,2101.39,0.7796,1.33351,0.70354,0.93369,1,0.97798,0.7191,0.90561,1.42675,0.70112,0.00033943,0.00033943,0.00033943
81,2128.67,0.7602,1.27573,0.69911,0.93596,0.99352,0.9836,0.74077,0.9185,1.38646,0.6999,0.000335892,0.000335892,0.000335892
82,2156.03,0.76984,1.24694,0.69084,0.92576,0.99206,0.97975,0.7225,0.91791,1.50901,0.69989,0.000332335,0.000332335,0.000332335
83,2183.81,0.72783,1.25025,0.70707,0.93925,0.98935,0.9799,0.71896,0.90426,1.45015,0.70336,0.00032876,0.00032876,0.00032876
84,2210.82,0.74052,1.20166,0.69868,0.93369,0.99206,0.98233,0.71878,0.92205,1.447,0.7063,0.00032517,0.00032517,0.00032517
85,2238.05,0.73307,1.21981,0.69446,0.93635,0.99063,0.98556,0.71277,0.94181,1.45197,0.70637,0.000321564,0.000321564,0.000321564
86,2265.34,0.75372,1.24156,0.70446,0.95078,0.98326,0.97782,0.71642,0.91979,1.35638,0.69972,0.000317943,0.000317943,0.000317943
87,2292.43,0.71292,1.21835,0.69789,0.94334,0.99671,0.97723,0.72973,0.91431,1.34314,0.6991,0.000314309,0.000314309,0.000314309
88,2319.58,0.67746,1.14843,0.66741,0.92681,1,0.98176,0.74455,0.91627,1.38704,0.69918,0.000310662,0.000310662,0.000310662
89,2346.45,0.71239,1.23145,0.69453,0.94725,0.99625,0.9794,0.73969,0.905,1.39073,0.69644,0.000307003,0.000307003,0.000307003
90,2372.73,0.71678,1.21668,0.68201,0.95238,1,0.97463,0.7238,0.90319,1.36831,0.69832,0.000303333,0.000303333,0.000303333
91,2400.58,0.76028,1.26118,0.68892,0.93072,0.99074,0.97131,0.72179,0.88799,1.36793,0.69941,0.000299653,0.000299653,0.000299653
92,2429.18,0.70132,1.1596,0.69953,0.92939,0.98834,0.96696,0.72562,0.88418,1.35087,0.69458,0.000295964,0.000295964,0.000295964
93,2456.82,0.71337,1.16559,0.67359,0.9192,0.98958,0.96769,0.72425,0.8771,1.36393,0.68886,0.000292267,0.000292267,0.000292267
94,2484.8,0.71572,1.16939,0.69764,0.9317,0.94592,0.92323,0.68561,0.88542,1.62156,0.69886,0.000288562,0.000288562,0.000288562
95,2512.31,0.71415,1.15624,0.6926,0.92456,0.96825,0.94212,0.68721,0.90447,1.66405,0.70253,0.000284851,0.000284851,0.000284851
96,2539.68,0.69695,1.18987,0.69664,0.93475,0.98789,0.9691,0.71241,0.91878,1.42775,0.70122,0.000281134,0.000281134,0.000281134
97,2566.71,0.75487,1.18822,0.69034,0.93547,0.99121,0.96803,0.71416,0.91845,1.39121,0.69857,0.000277413,0.000277413,0.000277413
98,2593.96,0.72057,1.1973,0.69231,0.94396,0.98902,0.96976,0.70975,0.90601,1.43126,0.69562,0.000273688,0.000273688,0.000273688
99,2621.39,0.72245,1.20413,0.69304,0.94198,0.98857,0.97145,0.71182,0.91563,1.4076,0.70422,0.00026996,0.00026996,0.00026996
100,2648.66,0.68499,1.18139,0.68839,0.94481,0.99206,0.97892,0.72608,0.91926,1.37722,0.704,0.00026623,0.00026623,0.00026623
101,2676.01,0.70235,1.18354,0.68952,0.94481,0.98413,0.97525,0.71711,0.90653,1.43777,0.70083,0.0002625,0.0002625,0.0002625
102,2703.44,0.68541,1.12819,0.67948,0.94744,0.97623,0.96917,0.72384,0.88796,1.46098,0.69699,0.00025877,0.00025877,0.00025877
103,2731.3,0.70195,1.12892,0.68536,0.94127,0.98413,0.96731,0.71478,0.8914,1.4577,0.69184,0.00025504,0.00025504,0.00025504
104,2758.92,0.69273,1.15577,0.69189,0.95031,0.95644,0.94579,0.70599,0.8781,1.46896,0.69361,0.000251312,0.000251312,0.000251312
105,2786.19,0.69836,1.14792,0.69705,0.93723,0.97371,0.96115,0.71691,0.87473,1.45408,0.69296,0.000247587,0.000247587,0.000247587
106,2813.1,0.65746,1.12325,0.69824,0.94481,0.99206,0.98047,0.74165,0.87425,1.4193,0.69241,0.000243866,0.000243866,0.000243866
107,2840.26,0.64779,1.10193,0.67367,0.94481,0.99206,0.985,0.74432,0.89035,1.33716,0.69651,0.000240149,0.000240149,0.000240149
108,2867.52,0.66377,1.09262,0.68144,0.94444,0.99206,0.98036,0.74351,0.87906,1.33104,0.69457,0.000236438,0.000236438,0.000236438
