epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
26,880.791,0.92503,1.04114,0.86093,0.84511,0.83025,0.92373,0.66736,1.03758,1.2895,1.00698,0.00087625,0.00087625,0.00087625
27,908.935,0.92565,0.9882,0.86769,0.82731,0.863,0.90687,0.68004,1.00499,1.27775,0.96213,0.0008713,0.0008713,0.0008713
28,937.414,0.92078,0.99469,0.86285,0.95298,0.90499,0.98927,0.73045,1.00904,1.18987,0.96705,0.00086635,0.00086635,0.00086635
29,965.561,0.94737,0.9945,0.8601,0.79482,0.88203,0.95644,0.70304,1.02832,1.20694,0.98144,0.0008614,0.0008614,0.0008614
30,993.708,0.93216,0.98542,0.86934,0.88969,0.90804,0.95476,0.68858,1.04581,1.11039,0.9908,0.00085645,0.00085645,0.00085645
31,1021.89,0.8825,0.9408,0.8644,0.87134,0.91493,0.9743,0.73632,0.97315,1.0922,0.94548,0.0008515,0.0008515,0.0008515
32,1050.75,0.88243,0.90831,0.85669,0.93042,0.91852,0.97896,0.7359,0.96451,0.98724,0.95393,0.00084655,0.00084655,0.00084655
33,1079.75,0.93701,0.88578,0.86935,0.91746,0.95809,0.98198,0.74778,0.99627,0.98104,0.95142,0.0008416,0.0008416,0.0008416
34,1108.26,0.90431,0.90059,0.86282,0.92193,0.96104,0.98727,0.73186,0.99663,0.97176,0.96321,0.00083665,0.00083665,0.00083665
35,1136.42,0.94864,0.89747,0.86917,0.88111,0.91841,0.96293,0.74829,0.93767,1.13349,0.94006,0.0008317,0.0008317,0.0008317
36,1164.61,0.95441,0.89922,0.86473,0.8794,0.84381,0.94856,0.72327,0.94736,1.34873,0.941,0.00082675,0.00082675,0.00082675
37,1192.91,0.88993,0.83314,0.86295,0.88123,0.85803,0.96473,0.72349,0.94899,1.146,0.95238,0.0008218,0.0008218,0.0008218
38,1220.91,0.85596,0.84897,0.85943,0.96056,0.93129,0.99224,0.73532,0.99629,0.92853,0.95573,0.00081685,0.00081685,0.00081685
39,1249.17,0.88095,0.82506,0.85354,0.93513,0.95366,0.99034,0.73609,0.96492,0.93073,0.94787,0.0008119,0.0008119,0.0008119
40,1277.09,0.89779,0.81262,0.86445,0.89833,0.87772,0.98076,0.74546,0.94098,0.99543,0.94225,0.00080695,0.00080695,0.00080695
41,1305.27,0.86951,0.79548,0.85568,0.80289,0.90172,0.9535,0.71174,0.94916,1.05103,0.9358,0.000802,0.000802,0.000802
42,1333.63,0.87712,0.82228,0.85659,0.93522,0.94413,0.96191,0.71111,0.98878,0.97879,0.94967,0.00079705,0.00079705,0.00079705
43,1362.16,0.86913,0.79886,0.85942,0.92997,0.91611,0.96085,0.71893,0.97368,0.97642,0.94518,0.0007921,0.0007921,0.0007921
44,1390.6,0.85217,0.74849,0.85649,0.89725,0.92814,0.95284,0.70006,1.01868,1.06554,0.95909,0.00078715,0.00078715,0.00078715
45,1419.08,0.85487,0.73274,0.85428,0.89371,0.8886,0.96554,0.70993,0.99798,1.09714,0.95049,0.0007822,0.0007822,0.0007822
46,1447.23,0.8031,0.75047,0.85133,0.87444,0.9131,0.96629,0.73455,0.97058,1.00482,0.95212,0.00077725,0.00077725,0.00077725
47,1475.59,0.86396,0.75232,0.84818,0.9087,0.95062,0.96754,0.7163,0.99046,0.98145,0.95552,0.0007723,0.0007723,0.0007723
48,1503.74,0.81807,0.73746,0.85846,0.898,0.98824,0.98586,0.73142,1.02296,0.85284,0.96437,0.00076735,0.00076735,0.00076735
49,1532.18,0.85498,0.74167,0.85005,0.93761,0.98706,0.98816,0.72983,1.01151,0.85247,0.97621,0.0007624,0.0007624,0.0007624
50,1560.54,0.83886,0.74539,0.85419,0.91599,0.98403,0.97547,0.73668,0.98943,0.84349,0.95715,0.00075745,0.00075745,0.00075745
51,1589.07,0.84156,0.7337,0.84701,0.95539,0.92934,0.97949,0.71618,1.04528,0.90378,0.98241,0.0007525,0.0007525,0.0007525
52,1617.08,0.83174,0.73051,0.85417,0.90859,0.93343,0.9766,0.71145,1.06342,0.91184,0.97185,0.00074755,0.00074755,0.00074755
53,1645.52,0.8225,0.74398,0.84523,0.93263,0.94184,0.97202,0.72031,1.02672,0.90306,0.96176,0.0007426,0.0007426,0.0007426
54,1673.53,0.80766,0.68268,0.84783,0.94725,0.9612,0.9681,0.7151,0.98579,0.83674,0.95722,0.00073765,0.00073765,0.00073765
55,1701.55,0.76477,0.66091,0.84696,0.96419,0.94615,0.97374,0.7243,0.99046,0.81195,0.95624,0.0007327,0.0007327,0.0007327
56,1729.73,0.80612,0.69713,0.84457,0.90518,0.93001,0.94939,0.6965,0.99022,0.92925,0.95765,0.00072775,0.00072775,0.00072775
57,1757.6,0.78645,0.68236,0.84239,0.9386,0.92756,0.9629,0.70393,0.98154,0.89046,0.95207,0.0007228,0.0007228,0.0007228
58,1785.74,0.77688,0.664,0.83758,0.9566,0.98202,0.98558,0.72755,1.01765,0.7709,0.97157,0.00071785,0.00071785,0.00071785
59,1813.64,0.8095,0.68775,0.85873,0.96024,0.93897,0.98441,0.73287,1.00734,0.78363,0.96998,0.0007129,0.0007129,0.0007129
60,1841.86,0.8235,0.69391,0.85622,0.92232,0.88685,0.96572,0.717,1.01551,0.91295,0.96728,0.00070795,0.00070795,0.00070795
61,1869.86,0.80919,0.65822,0.83959,0.95212,0.88334,0.96268,0.70945,1.01281,0.89167,0.97258,0.000703,0.000703,0.000703
62,1898.21,0.76216,0.64101,0.82759,0.98038,0.93083,0.97868,0.73102,0.97192,0.78266,0.95402,0.00069805,0.00069805,0.00069805
63,1926.4,0.74539,0.62743,0.83219,0.95877,0.96093,0.97984,0.71036,1.04212,0.77005,0.98399,0.0006931,0.0006931,0.0006931
64,1954.93,0.7717,0.63195,0.83917,0.92765,0.95431,0.97703,0.7079,1.05196,0.75925,0.9914,0.00068815,0.00068815,0.00068815
65,1983.18,0.75012,0.62572,0.83468,0.9473,0.94635,0.96863,0.7094,1.01406,0.77698,0.98715,0.0006832,0.0006832,0.0006832
66,2011.65,0.75703,0.61067,0.83369,0.96721,0.96206,0.97368,0.71077,1.0365,0.77118,0.98002,0.00067825,0.00067825,0.00067825
67,2039.95,0.79535,0.63709,0.83552,0.96236,0.97326,0.98925,0.71105,1.10968,0.72222,1.02371,0.0006733,0.0006733,0.0006733
68,2068.49,0.73909,0.59212,0.83966,0.97252,0.97002,0.99043,0.73778,0.98209,0.69394,0.95514,0.00066835,0.00066835,0.00066835
69,2096.63,0.7976,0.62089,0.83441,0.9657,0.96717,0.99213,0.73001,1.00332,0.70192,0.96848,0.0006634,0.0006634,0.0006634
70,2124.8,0.77778,0.5939,0.83293,0.90768,0.97969,0.98614,0.71696,1.03611,0.75334,0.96816,0.00065845,0.00065845,0.00065845
71,2153.15,0.75243,0.59877,0.83679,0.91709,0.96357,0.97907,0.73615,0.97386,0.72352,0.95547,0.0006535,0.0006535,0.0006535
72,2181.36,0.76803,0.58152,0.84077,0.94127,0.93601,0.97383,0.7,1.02007,0.74739,0.96938,0.00064855,0.00064855,0.00064855
73,2209.79,0.75265,0.57823,0.82887,0.90972,0.95058,0.96762,0.71496,1.00081,0.77391,0.97448,0.0006436,0.0006436,0.0006436
74,2238.24,0.73964,0.5723,0.83552,0.95583,0.93509,0.96817,0.72817,0.98054,0.74989,0.95693,0.00063865,0.00063865,0.00063865
75,2266.73,0.71894,0.55767,0.83707,0.95652,0.94352,0.96828,0.72678,0.9918,0.71653,0.95987,0.0006337,0.0006337,0.0006337
76,2295.22,0.72998,0.55293,0.8427,0.94045,0.96731,0.97614,0.74219,0.97575,0.69562,0.94569,0.00062875,0.00062875,0.00062875
77,2323.42,0.74823,0.56229,0.83888,0.92526,0.9703,0.98074,0.75606,0.95131,0.68531,0.94403,0.0006238,0.0006238,0.0006238
78,2351.82,0.70747,0.53978,0.83267,0.91309,0.96544,0.97621,0.74325,0.95992,0.68689,0.95375,0.00061885,0.00061885,0.00061885
79,2380.13,0.7246,0.55109,0.83985,0.91693,0.93131,0.96916,0.72804,0.98257,0.74023,0.94931,0.0006139,0.0006139,0.0006139
80,2408.26,0.72912,0.55342,0.84266,0.91387,0.95636,0.97136,0.71067,0.98777,0.74088,0.96485,0.00060895,0.00060895,0.00060895
81,2436.55,0.73914,0.57312,0.83348,0.918,0.95561,0.97104,0.72498,0.96983,0.74076,0.95606,0.000604,0.000604,0.000604
82,2464.66,0.751,0.57368,0.8492,0.94874,0.95417,0.98329,0.73793,0.96191,0.6922,0.95761,0.00059905,0.00059905,0.00059905
83,2492.66,0.72862,0.54722,0.83029,0.95061,0.94264,0.96855,0.70793,1.01694,0.72488,0.97042,0.0005941,0.0005941,0.0005941
84,2520.8,0.72665,0.55136,0.82766,0.9488,0.92345,0.95684,0.70316,1.01192,0.75994,0.97099,0.00058915,0.00058915,0.00058915
85,2549.18,0.70747,0.53427,0.8421,0.92999,0.94249,0.97164,0.69108,1.06008,0.73701,0.97882,0.0005842,0.0005842,0.0005842
86,2577.45,0.74026,0.55843,0.82603,0.94961,0.92829,0.98088,0.73672,0.97964,0.71752,0.95897,0.00057925,0.00057925,0.00057925
87,2605.2,0.68899,0.54123,0.84666,0.94752,0.97024,0.98431,0.73407,0.98119,0.66284,0.95829,0.0005743,0.0005743,0.0005743
88,2633.39,0.69981,0.53214,0.83048,0.94507,0.96839,0.97842,0.7387,0.95068,0.66558,0.93807,0.00056935,0.00056935,0.00056935
89,2661.63,0.67033,0.51897,0.81757,0.96861,0.98308,0.98787,0.74975,0.96355,0.64848,0.94314,0.0005644,0.0005644,0.0005644
90,2689.73,0.69075,0.53895,0.82987,0.96485,0.98068,0.99049,0.74748,0.96385,0.62491,0.95339,0.00055945,0.00055945,0.00055945
91,2717.74,0.66273,0.51032,0.8247,0.95244,0.96755,0.98621,0.7436,0.98348,0.65321,0.95329,0.0005545,0.0005545,0.0005545
92,2746.06,0.69502,0.52874,0.83224,0.95781,0.93304,0.97545,0.73303,0.97475,0.68436,0.95549,0.00054955,0.00054955,0.00054955
93,2774.3,0.68436,0.50495,0.82477,0.91365,0.9397,0.97828,0.73556,0.97708,0.68617,0.96284,0.0005446,0.0005446,0.0005446
94,2802.88,0.67227,0.49727,0.82471,0.89842,0.93904,0.96835,0.69825,1.01619,0.71974,0.97625,0.00053965,0.00053965,0.00053965
95,2830.88,0.67066,0.52369,0.83399,0.92465,0.95821,0.96851,0.72701,0.97825,0.70154,0.95848,0.0005347,0.0005347,0.0005347
96,2859.95,0.7255,0.53091,0.82511,0.91951,0.94666,0.96609,0.70799,1.01176,0.7432,0.96342,0.00052975,0.00052975,0.00052975
97,2888.39,0.70658,0.52836,0.82503,0.94234,0.95393,0.97535,0.70052,1.04652,0.71695,0.9753,0.0005248,0.0005248,0.0005248
98,2916.98,0.68215,0.5204,0.82726,0.95225,0.95962,0.98332,0.72309,1.00473,0.66119,0.96562,0.00051985,0.00051985,0.00051985
99,2944.9,0.6989,0.50785,0.82692,0.9596,0.96219,0.98251,0.71207,1.01957,0.66739,0.96969,0.0005149,0.0005149,0.0005149
100,2973.08,0.66958,0.51136,0.81993,0.96332,0.95271,0.97769,0.73646,0.96002,0.66501,0.94801,0.00050995,0.00050995,0.00050995
101,3001.03,0.68489,0.51204,0.82184,0.94732,0.96953,0.98757,0.71728,1.02899,0.66809,0.97201,0.000505,0.000505,0.000505
102,3028.93,0.65305,0.48888,0.8176,0.9492,0.96668,0.9806,0.73842,0.9466,0.66334,0.94283,0.00050005,0.00050005,0.00050005
103,3057.06,0.64714,0.48952,0.81721,0.96128,0.95794,0.98157,0.72747,0.97094,0.66142,0.94468,0.0004951,0.0004951,0.0004951
104,3085.1,0.63847,0.49815,0.82178,0.92215,0.94217,0.96796,0.74231,0.94365,0.73188,0.94092,0.00049015,0.00049015,0.00049015
105,3113.22,0.62286,0.49485,0.81733,0.9147,0.9584,0.96634,0.71734,0.98426,0.69127,0.9496,0.0004852,0.0004852,0.0004852
106,3141.64,0.62095,0.48096,0.81836,0.92198,0.9752,0.98317,0.71601,1.02173,0.64598,0.96552,0.00048025,0.00048025,0.00048025
107,3169.89,0.63824,0.48147,0.81773,0.92556,0.97024,0.97963,0.72949,0.97903,0.63948,0.95345,0.0004753,0.0004753,0.0004753
108,3198.19,0.64271,0.49274,0.82639,0.95708,0.92151,0.97967,0.72252,1.02994,0.69,0.97447,0.00047035,0.00047035,0.00047035
109,3226.49,0.64869,0.48178,0.82415,0.90692,0.92297,0.966,0.71439,0.98952,0.70587,0.96217,0.0004654,0.0004654,0.0004654
110,3254.69,0.62343,0.47131,0.82022,0.94187,0.93588,0.95516,0.70159,1.00112,0.73682,0.96063,0.00046045,0.00046045,0.00046045
111,3282.63,0.62418,0.47158,0.81743,0.9504,0.96111,0.96897,0.72193,0.99238,0.67134,0.95866,0.0004555,0.0004555,0.0004555
112,3310.82,0.63037,0.46564,0.82015,0.94284,0.96489,0.97286,0.70438,1.02088,0.67097,0.96415,0.00045055,0.00045055,0.00045055
113,3339.18,0.61251,0.46541,0.82362,0.95348,0.94116,0.97768,0.71514,1.01758,0.6602,0.96063,0.0004456,0.0004456,0.0004456
114,3367.4,0.66251,0.48685,0.82331,0.91328,0.96262,0.97361,0.71616,1.01206,0.66624,0.95805,0.00044065,0.00044065,0.00044065
115,3395.52,0.64397,0.47424,0.82287,0.93104,0.93764,0.97157,0.70643,1.03492,0.68418,0.97197,0.0004357,0.0004357,0.0004357
116,3423.61,0.63321,0.46379,0.8186,0.94456,0.94265,0.97297,0.69341,1.05019,0.69475,0.9878,0.00043075,0.00043075,0.00043075
117,3451.79,0.60229,0.46277,0.80845,0.95011,0.93987,0.97231,0.69934,1.05951,0.68119,0.97966,0.0004258,0.0004258,0.0004258
118,3480.1,0.61656,0.45926,0.81793,0.95208,0.94231,0.9741,0.73176,0.97815,0.65078,0.95453,0.00042085,0.00042085,0.00042085
119,3509.71,0.62495,0.46555,0.81585,0.97155,0.95903,0.99016,0.73643,1.01072,0.60646,0.96318,0.0004159,0.0004159,0.0004159
120,3537.74,0.58508,0.44807,0.8075,0.94822,0.9799,0.98911,0.72968,1.01584,0.59791,0.95977,0.00041095,0.00041095,0.00041095
121,3565.58,0.60054,0.45817,0.81378,0.94305,0.95006,0.97083,0.70779,1.03871,0.67453,0.96624,0.000406,0.000406,0.000406
122,3593.49,0.59565,0.45472,0.80585,0.94781,0.94368,0.97293,0.71118,0.99957,0.67064,0.96284,0.00040105,0.00040105,0.00040105
123,3621.68,0.59264,0.44193,0.81547,0.93881,0.97049,0.98485,0.72518,1.00993,0.63697,0.96655,0.0003961,0.0003961,0.0003961
124,3649.83,0.60382,0.45739,0.81498,0.95594,0.96429,0.98086,0.71583,1.01823,0.65876,0.96805,0.00039115,0.00039115,0.00039115
125,3677.93,0.58443,0.44832,0.81202,0.95154,0.95927,0.97466,0.71748,1.00702,0.68215,0.96744,0.0003862,0.0003862,0.0003862
126,3706.1,0.60119,0.45459,0.81047,0.94414,0.94813,0.96963,0.71407,1.00782,0.6782,0.96838,0.00038125,0.00038125,0.00038125
127,3734.1,0.598,0.44357,0.80537,0.9345,0.95973,0.97179,0.71221,1.02855,0.66333,0.98055,0.0003763,0.0003763,0.0003763
128,3762.62,0.5778,0.43671,0.80803,0.92754,0.95353,0.97405,0.71019,1.02273,0.6692,0.98884,0.00037135,0.00037135,0.00037135
129,3791.32,0.58947,0.43489,0.81409,0.87286,0.96274,0.97614,0.71028,1.01701,0.68338,0.97995,0.0003664,0.0003664,0.0003664
130,3819.71,0.56896,0.43417,0.82042,0.83307,0.95977,0.97566,0.71596,1.00125,0.65648,0.96396,0.00036145,0.00036145,0.00036145
131,3847.79,0.60084,0.43745,0.81081,0.94295,0.93881,0.97766,0.71085,1.01812,0.59892,0.9595,0.0003565,0.0003565,0.0003565
132,3876.01,0.58292,0.43936,0.81266,0.94144,0.96904,0.97603,0.73958,0.96343,0.61054,0.94002,0.00035155,0.00035155,0.00035155
133,3904.28,0.57426,0.42956,0.81008,0.95366,0.9618,0.97464,0.73672,0.96913,0.60955,0.93673,0.0003466,0.0003466,0.0003466
134,3932.43,0.58561,0.44246,0.8097,0.93978,0.96532,0.978,0.74526,0.95091,0.60206,0.94212,0.00034165,0.00034165,0.00034165
135,3960.51,0.55299,0.41432,0.8074,0.94892,0.97199,0.98106,0.74376,0.97874,0.6064,0.95111,0.0003367,0.0003367,0.0003367
136,3988.69,0.53283,0.41355,0.7985,0.95188,0.97204,0.9819,0.74036,0.98418,0.61538,0.95885,0.00033175,0.00033175,0.00033175
137,4016.76,0.56347,0.4132,0.80501,0.92651,0.97888,0.98115,0.72312,1.00368,0.62706,0.96809,0.0003268,0.0003268,0.0003268
138,4045.08,0.52894,0.41435,0.79801,0.95493,0.97029,0.9844,0.73705,0.99625,0.60021,0.95952,0.00032185,0.00032185,0.00032185
139,4073.3,0.56407,0.4292,0.81988,0.95538,0.97488,0.98457,0.72527,1.02004,0.61166,0.97366,0.0003169,0.0003169,0.0003169
140,4101.35,0.56082,0.40939,0.80671,0.95412,0.97594,0.98204,0.71309,1.01803,0.6081,0.97209,0.00031195,0.00031195,0.00031195
141,4129.43,0.55157,0.4274,0.82469,0.95005,0.98452,0.98295,0.71672,0.99805,0.5912,0.96962,0.000307,0.000307,0.000307
142,4158.17,0.54056,0.40401,0.81272,0.9553,0.98113,0.98202,0.70556,1.03036,0.58236,0.9766,0.00030205,0.00030205,0.00030205
143,4186.3,0.54532,0.42204,0.80833,0.95069,0.9858,0.98287,0.72598,0.98839,0.56759,0.96633,0.0002971,0.0002971,0.0002971
144,4214.39,0.53159,0.41287,0.81914,0.95273,0.93543,0.97043,0.72781,0.99412,0.60832,0.9651,0.00029215,0.00029215,0.00029215
145,4242.68,0.53295,0.40979,0.80902,0.937,0.95267,0.97672,0.73543,0.98552,0.58675,0.96267,0.0002872,0.0002872,0.0002872
146,4270.92,0.53801,0.42511,0.80601,0.95071,0.93426,0.97673,0.73677,0.98191,0.58357,0.95187,0.00028225,0.00028225,0.00028225
147,4299.13,0.51849,0.39489,0.79913,0.95233,0.95716,0.98033,0.73559,0.97636,0.5934,0.94977,0.0002773,0.0002773,0.0002773
148,4327.32,0.52992,0.41394,0.79857,0.93867,0.97238,0.97999,0.73535,0.99576,0.61321,0.95433,0.00027235,0.00027235,0.00027235
149,4355.97,0.51122,0.38904,0.80478,0.94791,0.95812,0.97913,0.73812,0.97425,0.60323,0.95042,0.0002674,0.0002674,0.0002674
150,4384.4,0.53716,0.40876,0.80686,0.94844,0.96513,0.98317,0.72399,0.99296,0.60194,0.95694,0.00026245,0.00026245,0.00026245
151,4412.62,0.47987,0.39542,0.80119,0.93502,0.96293,0.9746,0.73356,0.98059,0.61104,0.95471,0.0002575,0.0002575,0.0002575
152,4441.01,0.53421,0.41359,0.80502,0.93775,0.95893,0.97504,0.72777,0.99165,0.61538,0.96167,0.00025255,0.00025255,0.00025255
153,4469.32,0.50506,0.38263,0.80066,0.95436,0.95959,0.97967,0.72668,1.00144,0.59765,0.96144,0.0002476,0.0002476,0.0002476
154,4497.44,0.48582,0.37773,0.79778,0.94681,0.95971,0.98612,0.74731,0.97538,0.5748,0.9516,0.00024265,0.00024265,0.00024265
155,4525.41,0.50993,0.39118,0.79745,0.94858,0.95893,0.98827,0.73645,0.97728,0.57496,0.95227,0.0002377,0.0002377,0.0002377
156,4553.69,0.50881,0.38438,0.80482,0.94691,0.96015,0.98898,0.73681,0.98282,0.56709,0.95324,0.00023275,0.00023275,0.00023275
157,4581.66,0.50437,0.39076,0.80019,0.94594,0.95958,0.98593,0.74065,0.9661,0.57092,0.94788,0.0002278,0.0002278,0.0002278
158,4609.69,0.52148,0.39754,0.80046,0.95047,0.95403,0.98818,0.72521,1.00155,0.56846,0.95896,0.00022285,0.00022285,0.00022285
159,4638.01,0.51339,0.39067,0.80973,0.93418,0.96103,0.98564,0.74398,0.97123,0.54492,0.95123,0.0002179,0.0002179,0.0002179
160,4666.36,0.5064,0.38625,0.80471,0.95013,0.93452,0.98553,0.74437,0.98398,0.54934,0.95391,0.00021295,0.00021295,0.00021295
161,4695.61,0.50455,0.38118,0.79905,0.95275,0.93452,0.98259,0.74564,0.96809,0.55367,0.95345,0.000208,0.000208,0.000208
162,4723.77,0.46341,0.35905,0.79609,0.95216,0.94581,0.98535,0.74743,0.97887,0.56276,0.95992,0.00020305,0.00020305,0.00020305
163,4751.81,0.48287,0.37265,0.80791,0.94656,0.97024,0.98786,0.74754,0.9802,0.55748,0.96354,0.0001981,0.0001981,0.0001981
164,4780.24,0.50274,0.37373,0.80411,0.95358,0.95049,0.99077,0.7366,1.00053,0.55488,0.96687,0.00019315,0.00019315,0.00019315
165,4808.32,0.49638,0.3679,0.80541,0.95447,0.94568,0.99043,0.74382,0.99502,0.55627,0.96312,0.0001882,0.0001882,0.0001882
166,4836.6,0.50455,0.36697,0.79952,0.9472,0.95344,0.98971,0.7298,1.02475,0.56866,0.9671,0.00018325,0.00018325,0.00018325
167,4864.78,0.46725,0.3625,0.79996,0.94885,0.97024,0.98512,0.73186,0.99774,0.56257,0.95633,0.0001783,0.0001783,0.0001783
168,4892.9,0.47673,0.36678,0.80067,0.95499,0.96518,0.98385,0.73586,0.98273,0.5686,0.94956,0.00017335,0.00017335,0.00017335
169,4921.1,0.46325,0.35796,0.79928,0.94891,0.9494,0.98139,0.73671,0.98075,0.5826,0.95059,0.0001684,0.0001684,0.0001684
170,4949.54,0.46779,0.35675,0.79728,0.94286,0.94494,0.98024,0.73422,0.96809,0.59945,0.95094,0.00016345,0.00016345,0.00016345
171,4977.38,0.46006,0.3526,0.78802,0.90726,0.96643,0.97747,0.7378,0.96199,0.60275,0.94966,0.0001585,0.0001585,0.0001585
172,5005.75,0.45235,0.36422,0.80934,0.93884,0.93191,0.97787,0.73847,0.96095,0.59701,0.94596,0.00015355,0.00015355,0.00015355
173,5034,0.46829,0.36481,0.79743,0.95158,0.93678,0.97817,0.73807,0.95677,0.55963,0.94339,0.0001486,0.0001486,0.0001486
174,5062.01,0.46776,0.35382,0.79373,0.95497,0.94181,0.97703,0.72968,0.96496,0.55097,0.94587,0.00014365,0.00014365,0.00014365
175,5090.4,0.46416,0.35564,0.7902,0.95021,0.94887,0.97889,0.73207,0.98578,0.55102,0.95313,0.0001387,0.0001387,0.0001387
176,5119.02,0.44753,0.3512,0.79222,0.93606,0.95447,0.97888,0.73294,0.98437,0.5444,0.96055,0.00013375,0.00013375,0.00013375
177,5147.12,0.48222,0.3587,0.80225,0.94765,0.97055,0.98522,0.74333,0.97026,0.54089,0.9604,0.0001288,0.0001288,0.0001288
